bytes,5000,10000
100,36,36
200,36,36
300,36,36
400,34,36
500,33,36
600,33,36
700,33,34
800,31,33
900,31,33
1000,14,15
1100,14,15
1200,17,17
1300,17,17
1400,18,18
1500,18,18
1600,21,21
1700,21,21
1800,21,21
1900,21,21
2000,36,36
2100,36,36
2200,36,36
2300,36,36
2400,36,36
2500,36,36
2600,36,36
2700,36,36
2800,36,36
2900,36,36
